FID,ID,Nimi,Namn,Name,Osoite,Adress,Kaupunki,Stad,Operaattor,Kapasiteet,x,y,x2,y2
228,120,Mäkelänkatu,Backasgatan,Mäkelänkatu,Mäkelänkatu 2,Backasgatan 2, , , ,28,24.9633904702172,60.1896359907606,25497968.8906854,6675201.46711855
229,121,Vilhonvuorenkatu,Vilhelmsbergsgatan,Vilhonvuorenkatu,Vilhonvuorenkatu 12,Vilhelmsbergsgatan 12, , , ,16,24.967854123638,60.1864553029206,25498216.3631875,6674846.96036654
230,122,Lintulahdenkatu,Fågelviksgatan,Lintulahdenkatu,Lintulahdenkuja 6,Fågelviksgränden 6, , , ,24,24.962063375375,60.1836809119419,25497894.8818466,6674538.02094226
231,123,Näkinsilta,Näckens bro,Näkinsilta,Sörnäisten rantatie 9,Sörnas strandväg 9, , , ,24,24.9554449266327,60.179750209022,25497527.3260997,6674100.30967232
232,124,Isoisänsilta,Farfarsbron,Isoisänsilta,Capellan puistotie 2,Capellas allé 2, , , ,18,24.9817926053222,60.1826518123339,25498989.6328997,6674422.89802336
233,125,Arielinkatu,Arielgatan,Arielinkatu,Englantilaisaukio,Englandsskvären, , , ,16,24.9797385551711,60.1859217406831,25498875.7610657,6674787.25163072
234,126,Kalasatama (M),Fiskehamnen (M),Kalasatama (M),Hermannin rantatie 2b,Hermanstads strandväg 2b, , , ,24,24.977153892421,60.1875308427268,25498732.4089138,6674966.57726938
235,127,Teurastamo,Teurastamo,Teurastamo,Työpajankatu 2a,Verkstadsgatan 2a, , , ,30,24.9711566503401,60.1896945837642,25498399.7638626,6675207.78174678
236,128,Päijänteentie,Päijännevägen,Päijänteentie,Päijänteentie 1,Päijännevägen 1, , , ,14,24.9642238002852,60.1920575919922,25498015.2702995,6675471.24572356
237,129,Pernajantie,Pernåvägen,Pernajantie,Mäkelänkatu 25,Backasgatan 25, , , ,20,24.9579782365195,60.1942276026523,25497668.9436814,6675713.22276057
238,130,Teollisuuskatu,Industrigatan,Teollisuuskatu,Teollisuuskatu 16,Industrigatan 16, , , ,24,24.9487523997729,60.1934740103444,25497157.0974632,6675629.62230656
239,131,Elimäenkatu,Elimägatan,Elimäenkatu,Elimäenkatu 24,Elimägatan 24, , , ,24,24.9476290451587,60.1962195625714,25497095.0232662,6675935.56846504
240,132,Hollolantie,Hollolavägen,Hollolantie,Hollolantie 2,Hollolavägen 2, , , ,12,24.9546058093258,60.1958861886173,25497481.993449,6675898.13890816
241,133,Paavalinpuisto,Paulusparken,Paavalinpuisto,Hämeentie 96,Tavastvägen 96, , , ,22,24.9614401060515,60.1974798068335,25497861.1941596,6676075.45185119
242,134,Haukilahdenkatu,Gäddviksgatan,Haukilahdenkatu,Haukilahdenkatu 6,Gäddviksgatan 6, , , ,26,24.9676238234156,60.1985338962222,25498204.2446509,6676192.70964884
243,135,Velodrominrinne,Velodromsbrinken,Velodrominrinne,Mäkelänkatu 70,Backasgatan 70, , , ,12,24.9441912064593,60.2010022969661,25496904.7794179,6676468.59604125
244,136,Sofianlehdonkatu,Sofielundsgatan,Sofianlehdonkatu,Isonniitynkatu 7,Storsvängen 7, , , ,12,24.9513635992833,60.2032720921502,25497302.7548993,6676721.17222381
245,137,Arabian kauppakeskus,Arabia köpcentrum,Arabia Shopping Center,Hämeentie 111,Tavastvägen 111, , , ,30,24.9665718240118,60.2027696318957,25498146.1340889,6676664.66610018
246,138,Arabiankatu,Arabiagatan,Arabiankatu,Arabiankatu 7,Arabiagatan 7, , , ,22,24.9770790121958,60.2064915569171,25498728.9875996,6677079.09852386
247,139,Muotoilijankatu,Kairogatan,Kaironkatu,Arabiankatu 21,Tavastvägen 150, , , ,16,24.9797040460124,60.2097104145027,25498874.6609664,6677437.68251841
248,140,Verkatehtaanpuisto,Klädesfabriksparken,Verkatehtaanpuisto,Hämeentie 159,Tavastvägen 159, , , ,14,24.9797491905267,60.2136895158892,25498877.3000598,6677881.01680939
249,141,Intiankatu,Indiagatan,Intiankatu,Intiankatu 20,Indiagatan 20, , , ,16,24.9676246411057,60.207840227695,25498204.7984367,6677229.58129171
250,142,Koskelantie,Forsbyvägen,Koskelantie,Sofianlehdonkatu 13,Sofielundsgatan 13, , , ,14,24.946677279,60.207839984,25497043.275143,6677230.30798661
251,143,Kuikkarinne,Kuikkarinne,Kuikkarinne,Isokaari 10,Storsvängen 10, , , ,12,24.8694297861453,60.1570959878378,25492748.7549619,6671582.61893626
252,144,Käpyläntie,Kottbyvägen,Käpyläntie,Käpyläntie 1,Kottbyvägen 1, , , ,14,24.9588108000086,60.2139042918024,25497716.4957994,6677905.48642402
253,145,Pohjolankatu,Pohjolagatan,Pohjolankatu,Pohjolankatu 1,Pohjolagatan 1, , , ,12,24.9437964005667,60.2134209918355,25496884.0608991,6677852.253124
254,146,Pohjolanaukio,Pohjolaplatsen,Pohjolanaukio,Pohjolankatu 40,Pohjolagatan 40, , , ,16,24.9543597785941,60.2171787502601,25497469.9861252,6678270.47551785
255,147,Käpylän asema,Kottby station,Käpylä station,Panuntie 4,Panuvägen 4, , , ,14,24.9479499152249,60.2208033078251,25497114.9810802,6678674.57204879
256,148,Juhana Herttuan tie,Hertig Johans väg,Juhana Herttuan tie,Antti Korpin tie 3a,Anders Korps väg 3a, , , ,16,24.9664522586218,60.2185249019981,25498140.3952043,6678420.05627804
257,149,Toinen linja,Andra linjen,Toinen linja,Toinen linja 25,Andra linjen 25, , , ,22,24.9445685112105,60.1830009926511,25496924.0215267,6674462.95376911
258,150,Töölönlahden puisto,Tölöviksparken,Töölönlahden puisto,Karamzininranta 4,Karamzins strand  4, , , ,24,24.9350784201451,60.1748578219656,25496396.5099999,6673556.15994859
259,161,Eteläesplanadi,Södra Esplanaden,Eteläesplanadi,Eteläesplanadi 14,Södrä Esplanaden 14, , , ,34,24.9471504600595,60.1671998456303,25497065.8890245,6672702.34780963
260,162,Leppäsuonaukio,Alkärrsplatsen,Leppäsuonaukio,Leppäsuonaukio 1,Alkärrsplatsen 1, , , ,28,24.9265784464228,60.1695846151592,25495924.0636291,6672969.13889174
261,163,Lehtisaarentie,Lövövägen,Lehtisaarentie,Liljasaarentie 1a,Liljeholmsvägen 1a, , , ,12,24.8505039451831,60.1819482497591,25491703.9728233,6674353.7611776
262,200,Länsiterminaali,Västra terminalen,West Terminal,Sammonlaituri,Sampokajen, , , ,24,24.9152135431213,60.1504730320499,25495290.4174987,6670840.5786227
263,201,Länsisatamankuja,Västrahamnsgränden,Länsisatamankuja,Länsisatamankatu 26,Västrahamnsgatan 26, , , ,14,24.9120898275496,60.1569514968019,25495117.8669888,6671562.60247133
264,202,Merihaka,Havshagen,Merihaka,Hakaniemenranta 10,Hagnäskajen 10, , , ,16,24.9585285446676,60.1780749105533,25497698.3404902,6673913.54431611
265,203,Opastinsilta,Semaforbron,Opastinsilta,Opastinsilta 10,Semaforbron 10, , , ,40,24.9381525773313,60.1992657652357,25496569.6888572,6676275.4176295
266,204,A.I. Virtasen aukio,A. I. Virtanens plats,A.I. Virtasen aukio,Gustaf Hällströmin katu 1,Gustaf Hällströms gata 1, , , ,24,24.9620788508104,60.2055418168461,25497897.1393726,6676973.66576442
267,205,Ilmalan asema,Ilmala station,Ilmala Station,Ilmalantori 1,Ilmalatorget 1, , , ,16,24.9222198886664,60.2066264297482,25495686.9630989,6677096.44542386
268,206,Ruskeasuon varikko,Brunakärrs depå,Ruskeasuo depot,Mannerheimintie 117,Mannerheimvägen 117, , , ,14,24.8986678907757,60.2076799515229,25494381.1462985,6677215.59582389
269,207,Vanha Viertotie,Gamla chaussén,Vanha Viertotie,Vanha Viertotie 23,Gamla chaussén 23, , , ,16,24.8816602535719,60.2110752881999,25493438.7534982,6677595.45862396
270,208,Valimotie,Gjuterivägen,Valimotie,Valimotie 1,Gjuterivägen 1, , , ,24,24.8765290693421,60.2159693222985,25493155.2793806,6678141.25225005
271,209,Takomotie,Smedjevägen,Takomotie,Takomotie 29,Smedjevägen 29, , , ,14,24.8710464686467,60.2178996244041,25492851.766906,6678356.89951873
272,210,Pajamäki,Smedjebacka,Pajamäki,Pajamäentie 12,Smedjebackavägen 12, , , ,12,24.8556743832861,60.2188213176358,25491999.8771956,6678461.3544499
273,211,Haagan tori,Haga torg,Haagan tori,Haagan tori 1,Haga torg 1, , , ,16,24.898930057033,60.2121115807155,25494396.4392635,6677709.32687318
274,212,Tunnelitie,Tunnelvägen,Tunnelitie,Tunnelitie 3,Tunnelvägen 3, , , ,14,24.8995694064157,60.2166149334764,25494432.6496059,6678211.01759151
275,213,Huopalahden asema,Hoplaks station,Huopalahti Station,Huopalahden aseman itäinen raittisilta,Hoplaks stations östra järnvägsbro, , , ,20,24.8950577369046,60.2180961357994,25494182.8085656,6678376.43608173
276,214,Valimon asema,Gjuteriets station,Valimo Station,Valimopolku 3,Gjuteristigen 3, , , ,20,24.8758443985049,60.2223022514537,25493118.6511073,6678846.91225406
277,215,Pitäjänmäen asema,Sockenbacka station,Pitäjänmäki Station,Pitäjänmäentie 21,Sockenbackavägen 21, , , ,16,24.8586292857926,60.2243090934475,25492164.9798361,6679072.42535071
278,216,Jännetie,Bågsträngsvägen,Jännetie,Konalantie 6,Kånalavägen 6, , , ,12,24.8535714902996,60.2267575847976,25491885.2731338,6679345.83735033
279,217,Marttila,Martas,Marttila,Vihdintie 302,Vichtisvägen 302, , , ,16,24.8732133049419,60.2271498086552,25492973.8597082,6679387.28467499
280,218,Pohjois-Haagan asema,Norra Haga station,Pohjois-Haaga Station,Pennikuja 2,Penninggränden 2, , , ,16,24.8830806372706,60.2300717042706,25493521.2540579,6679711.82130042
281,219,Näyttelijäntie,Skådespelarvägen,Näyttelijäntie,Kaupintie 3,Krämärvägen 3, , , ,16,24.887547040742,60.2328640962858,25493769.2766772,6680022.50872289
282,220,Ida Aalbergin tie,Ida Aalbergs väg,Ida Aalbergin tie,Näyttelijäntie 14,Skådespelarvägen 14, , , ,18,24.8952023541771,60.2295326765972,25494192.8479429,6679650.63684345
283,221,Thalianaukio,Thaliaplatsen,Thalianaukio,Aino Ackten tie 1,Aino Acktés väg 1, , , ,14,24.8947958642764,60.2253423108921,25494169.5790297,6679183.79868437
284,222,Huovitie,Knektvägen,Huovitie,Huovitie 10,Knektvägen 10, , , ,12,24.9032866466572,60.2219755272546,25494639.5889986,6678807.96542419
285,223,Hämeenlinnanväylä,Tavastehusleden,Hämeenlinnanväylä,Teuvo Pakkalan tie 2,Eliel Saarinens väg 2, , , ,14,24.9028322456731,60.2274510674778,25494615.3015075,6679418.06529131
286,224,Vesakkotie,Snårvägen,Vesakkotie,Männikkötie 11,Talldungevägen 11, , , ,12,24.9266153826484,60.2279595153713,25495933.3426733,6679473.01188557
287,225,Maunula,Månsas,Maunula,Maunulanmäki 2,Månsasbacken 2, , , ,16,24.9325030021006,60.2303828796011,25496259.8850316,6679742.66558471
288,226,Lepolantie,Lepolavägen,Lepolantie,Lepolantie 61,Lepolavägen 61, , , ,14,24.9286046557082,60.2390854029504,25496044.9203763,6680712.49514181
289,227,Kylävoudintie,Byfogdevägen,Kylävoudintie,Kylävoudintie 6,Byfogdevägen 6, , , ,14,24.9525612440734,60.2244037765729,25497370.8648993,6679075.52942424
290,228,Kustaankartano,Gustafsgård,Kustaankartano,Maapadontie 3,Jorddammsvägen 3, , , ,20,24.9487651621964,60.2307028618145,25497161.0244689,6679777.50632622
291,229,Käskynhaltijantie,Ståthållarvägen,Käskynhaltijantie,Hirsipadontie 2,Timmerdammsvägen 2, , , ,18,24.957934116941,60.2332319429452,25497669.2652957,6680058.92787499
292,230,Mäkitorpantie,Kullatorpsvägen,Mäkitorpantie,Kylänvanhimmantie 29,Byäldstevägen 29, , , ,18,24.9603356197765,60.2285300629765,25497802.01,6679534.97994865
293,231,Siltavoudintie,Brofogdegränd,Siltavoudintie,Käskynhaltijantie 22,Ståthållarvägen 22, , , ,16,24.9649692401006,60.2337172192606,25498059.0874143,6680112.76788724
294,232,Oulunkylän asema,Åggelby station,Oulunkylä Station,Oulunkyläntori 2,Åggelbytorget 2, , , ,14,24.9667185624345,60.2291001546027,25498155.7508995,6679598.30192434
295,233,Kirkkoherrantie,Kyrkoherdevägen,Kirkkoherrantie,Kirkkoherrantie 5,Kyrkoherdevägen 5, , , ,10,24.9728193757834,60.2249303574235,25498493.6284996,6679133.56442424
296,234,Otto Brandtin tie,Otto Brandts väg,Otto Brandtin tie,Tulvaniityntie 2,Flödängsvägen 2, , , ,20,24.9781389181685,60.2317840575086,25498788.6945997,6679897.0678244
297,235,Katariina Saksilaisen katu,Katarina av Sachsens gata,Katariina Saksilaisen katu,Katariina Saksilaisen katu 6,Katarina av Sachsens gata 6, , , ,16,24.9844208812225,60.2172068185826,25499136.3899291,6678272.83010902
298,236,Hernepellontie,Ärtåkersvägen,Hernepellontie,Harjannetie 44,Krönvägen 44, , , ,14,24.9886129703087,60.2242412608413,25499368.9086344,6679056.53227181
299,237,Aulangontie,Aulankovägen,Aulangontie,Harjannetie 2,Krönvägen 2, , , ,16,24.9985804201601,60.2302596315427,25499921.3385406,6679727.02232315
300,238,Pihlajamäki,Rönnbacka,Pihlajamäki,Meripihkatie 3,Bärnstensvägen 3, , , ,16,25.0103139042596,60.2345785634218,25500571.4367001,6680208.26522445
301,239,Viikin tiedepuisto,Viks forskarpark,Viikki Science Park,Viikintori,Vikstorget, , , ,28,25.0100484016428,60.2275394155784,25500556.846054,6679423.98782025
302,240,Viikin normaalikoulu,Normalskolan i Vik,Viikki Teacher Training School,Kevättori,Vårtorget, , , ,20,25.0275940265593,60.2274649666156,25501529.164531,6679415.97024299
303,241,Agronominkatu,Agronomgatan,Agronominkatu,Latokartanontori,Ladugårdstorget, , , ,24,25.0328574018929,60.2340530021105,25501820.4770005,6680150.11762444
304,242,Von Daehnin katu,Von Daehns gata,Von Daehnin katu,Von Daehnin katu 14,Von Daehns gata 14, , , ,14,25.0436178847114,60.2303443513437,25502416.9386961,6679737.25920246
305,243,Mustikkamaa,Blåbärslandet,Mustikkamaa,Mustikkamaantie 8,Blåbärslandsvägen 8, , , ,20,24.992105405271,60.181844391759,25499561.9013711,6674332.825856
306,244,Relanderinaukio,Relandersplatsen,Relanderinaukio,Ståhlbergintie 6,Ståhlbergsvägen 6, , , ,16,25.0058079125449,60.1858547331594,25500322.2620515,6674779.62765787
307,245,Kulosaari (M),Brändö (M),Kulosaari (M),Ukko-Pekan porras,Ukko-Pekkas trappstig, , , ,20,25.0064636871854,60.1889293103178,25500358.615309,6675122.18648539
308,246,Tupasaarentie,Stugövägen,Tupasaarentie,Risto Rytin tie 30,Risto Rytis väg 30, , , ,12,25.0153289779219,60.1878871226314,25500850.5022281,6675006.15180467
309,247,Haakoninlahdenkatu,Håkanviksgatan,Haakoninlahdenkatu,Koirasaarentie 33,Hundholmsvägen 33, , , ,16,25.0208609553502,60.1688685506822,25501158.1039003,6672887.27582306
310,248,Gunillantie,Gunillavägen,Gunillantie,Koirasaarentie 32,Hundholmsvägen 32, , , ,16,25.0330122371046,60.1719938510831,25501832.5128698,6673235.75681797
311,249,Isosaarentie,Mjölövägen,Isosaarentie,Köökarinkuja 3,Kökargränden 3, , , ,14,25.0450147987503,60.1755054994249,25502498.5096398,6673627.40145068
312,250,Reiherintie,Reihersvägen,Reiherintie,Laajasalontie 13,Degerövägen 13, , , ,12,25.0474962642387,60.1677304952092,25502636.8643007,6672761.24442306
313,251,Laajasalon ostoskeskus,Degerö köpcentrum,Laajasalo shopping center,Yliskylän puistokatu 4,Uppby parkgata 4, , , ,16,25.0519120121374,60.1800091502319,25502880.9393648,6674129.45788917
314,252,Humalniementie,Humleuddsvägen,Humalniementie,Ryytikuja 2,Kryddgränden 2, , , ,14,25.0530603555751,60.1837062881609,25502944.3375294,6674541.42644935
315,253,Tammisalon aukio,Tammelundsplatsen,Tammisalon aukio,Väylänrinne 1,Båtledsbrinken 1, , , ,20,25.0610604378889,60.1916636460758,25503387.4450055,6675428.38255668
316,254,Agnetankuja,Agnetagränden,Agnetankuja,Laivalahdenkaari 24,Båtviksbågen 24, , , ,16,25.0365006704009,60.1872113457581,25502025.2190812,6674931.32080699
317,255,Laivalahden puistotie,Båtsviksallén,Laivalahden puistotie,Laivalahden puistotie 10,Båtsvikallén 10, , , ,16,25.0313242435422,60.1879616899796,25501737.9683199,6675014.77325693
318,256,Herttoniemenranta,Hertonäs strand,Herttoniemenranta,Paasivaarankatu 1,Paasivaaragatan 1, , , ,14,25.0261074895481,60.1902241178364,25501448.4266247,6675266.7168967
319,257,Margareetankuja,Margaretagränden,Margareetankuja,Margareetankuja 4,Margaretagränden 4, , , ,14,25.0372267110383,60.1910267485051,25502065.2633854,6675356.43823754
320,258,Abraham Wetterin tie,Abraham Wetters väg,Abraham Wetterin tie,Sorvaajankatu 1,Svarvaregatan 1, , , ,16,25.0426533906378,60.1927661994999,25502366.1994907,6675550.42218438
321,259,Petter Wetterin tie,Petter Wetters väg,Petter Wetterin tie,Hitsaajankatu 16,Svetsargatan 16, , , ,20,25.0310806077186,60.1931499986426,25501724.1785509,6675592.82493345
322,260,Herttoniemi (M),Hertonäs (M),Herttoniemi (M),Hiihtäjäntie 2,Skidlöparvägen 2, , , ,24,25.0289074357313,60.1946246004701,25501603.5511846,6675757.06377421
323,261,Asentajanpuisto,Montörsparken,Asentajanpuisto,Asentajankatu 8,Montörsgatan 8, , , ,16,25.0424582865295,60.1991534842401,25502354.9184782,6676262.05834425
324,262,Siilitie (M),Igelkottsvägen (M),Siilitie (M),Siilitie 2,Igelkottsvägen 2, , , ,22,25.0451499077688,60.2059412826664,25502503.6901511,6677018.42473542
325,263,Herttoniemen kirkko,Hertonäs kyrka,Herttoniemi Church,Karhutie 11,Björnvägen 11, , , ,16,25.0322254160118,60.1984720937284,25501787.3967252,6676185.81979341
326,264,Eränkävijäntori,Jägartorget,Eränkävijäntori,Hiihtomäentie 39,Skidbacksvägen 39, , , ,16,25.0336255327162,60.2045796219055,25501864.708252,6676866.33302023
327,265,Siilitie 9,Igelkottsvägen 9,Siilitie 9,Siilitie 12,Igelkottsvägen 12, , , ,16,25.0375268074421,60.209453145538,25502080.7452975,6677409.43706371
328,266,Siilitie 13,Igelkottsvägen 13,Siilitie 13,Sopulirinne 2,Lemmelbrinken 2, , , ,14,25.0438403800837,60.2150936967815,25502430.3959964,6678038.09971422
329,267,Roihupelto,Kasåkern,Roihupelto,Viilarintie 6,Filarvägen 6, , , ,16,25.0550878014734,60.2093671231044,25503054.455921,6677400.53576657
330,268,Porolahden koulu,Porovikens skola,Porolahti school,Roihuvuorentie 6b,Kasbergsvägen 6b, , , ,14,25.0535809447117,60.1955233353498,25502972.1568811,6675858.05175051
331,269,Peukaloisentie,Tummelitens väg,Peukaloisentie,Untuvaisentie 2,Dunungens väg 2, , , ,12,25.0585469211702,60.1987082869369,25503247.306932,6676213.13893639
332,270,Tulisuontie,Kaskärrsvägen,Tulisuontie,Roihuvuorentie 25,Kasbergsvägen 25, , , ,16,25.0600755207072,60.2020741769704,25503331.7495279,6676588.22793991
333,271,Prinsessantie,Prinsessvägen,Prinsessantie,Prinsessantie 2,Prinsessvägen 2, , , ,16,25.059863346683,60.2062943134753,25503319.5561795,6677058.4067985
334,272,Marjaniementie,Maruddsvägen,Marjaniementie,Rakettipolku 5,Raketstigen 5, , , ,16,25.076069360708,60.2043248841061,25504218.4684011,6676839.9065238
335,274,Voikukantie,Smörblommevägen,Voikukantie,Kauppakartanonkatu 10,Handelshusgatan 10, , , ,16,25.0867813029403,60.2090159546746,25504811.8178617,6677363.29817383
336,275,Itäkeskus (M),Östra centrum (M),Itäkeskus (M),Tallinnanaukio 2,Revalsplanen 2, , , ,28,25.0759744433382,60.2096186210914,25504212.5259937,6677429.70612993
337,276,Puotinharju,Botbyhöjden,Puotinharju,Turunlinnantie 4,Åbohusvägen 4, , , ,24,25.0824161004374,60.2125560259595,25504569.2854239,6677757.40791332
338,277,Marjaniemi,Marudd,Marjaniemi,Marjaniementie 23,Maruddsvägen 23, , , ,14,25.0863443649103,60.2036199297435,25504788.3769436,6676762.06439126
339,278,Puotilantie,Botbygårdsvägen,Puotilantie,Puotilantie 4,Botbygårdsvägen 4, , , ,14,25.1004180257133,60.2090787864561,25505567.9308525,6677371.37060284
340,279,Puotinkylän kartano,Botby gård,Puotinkylä Manor,Puotilantie 12,Botbygårdsvägen 12, , , ,16,25.1062099916086,60.2125374414988,25505888.4609019,6677757.22186168
341,280,Puotilan ostoskeskus,Botby köpcentrum,Puotila shopping center,Klaavuntie 11,Klåvusvägen 11, , , ,14,25.0955595128971,60.2127005636951,25505297.9544014,6677774.493924
